UTTERANCE,LABEL
I have a man holding a triangle I have a guy running to the right I have a woman holding a triangle but the triangle still left and I have a square body dude,0
got it,1
I have the seal thats the right way and then the seal thats like turn to its side and then the vase and the hammer,0
got it,1
i have a crow i have a hummingbird the one with the triangle tail and then i have the dragon and then i have the upside down raptor slash ostrich,1
got it,0
okay I have a weird guy laying down with his arm up in the air I have a butler I have a square dude and a model,0
got it,1
there it  is anywhozzle I got a a dog a horse a fish and a decapitated dog,1
okay,0
i have a weird guy with the boob a somersault guy a butler with the tail and a lady with a handkerchief,1
I have a fat crow so its like Russell Crowe I have a flying bird and then an upside down flying bird,1
I have a large flying bird and then a baby flying bird and then a seal and a crab,1
did you know in pokeman the seals name seal on the crabs named crabby,0
interesting,0
yah its really creative i have a loch ness monster a rubber duck a flying bird and a dragon,0
okay,1
you rushed me and I got it wrong,0
its okay I missed mine too I have a crow a fat crow or no a skinny crow a flamingo a flamingo on its side and a fat crow,0
so its uh young russell crowe upside down flamingo sideways flamingo and current russell crowe,0
yes,1
I have a teapot a house thingie what people call a hoof print but I think it looks like a ladybug kind of and then some thing,0
I would agree,1
okay I have a small baby loch ness monster a fish or not a fish loch ness monster duck flying bird dragon,1
got it,0
I have a big flying bird I have a dragon a flamingo and a turkey,0
peacock,1
uh Ive seen peacocks and thats not a peacock,0
it is owh I have a rocket ship I have a horse with the long tail I have a ram or a goat and a crab,0
did you know in pokemon the horse is called ponita,1
and there is no ram that I know of any whozzle I have uh i think you called this chick a model I have a lady with her arms up shes definitely not a model she is ugly I have a person on his back with his arm up and then I have upside down dude,1
shes got that model strutt,0
I have a half dog half spider thing a rocket ship a loch ness monster Batman swimming and the chipmunk,0
all right,1
I have uh I dont remember oh sorry dog man kick man model lady a person,1
got it,0
I have a fish a Batman swimming a turtle and a goat ,0
a rrr goat got it,1
I have the sexy model lady whos coming over to my house I have the ugly model lady whos also coming to my house I have a man with a large triangle body he is also coming to my house and then I have a big weird looking monster shaped thing that is also coming to my house,0
okay,1
ok I have a smaller dog thats going down I have a bigger dog thats going to the left I have an arrow going upward and a plane,1
sounds good,0
I have the turkey who is not a peacock I have a flying bird a flamingo and a rubber duck,1
its totally peacock,0
I have a ram a bunny a robot dog and a chipmunk,1
cool,0
I have a cat head a sombrero a vase and a c,0
okay,1
I have this person flailing their arms behind them running to the left I have a lady with a handkerchief I have the butler with the tail and I have the upside down police man,0
cool,1
I have a Native American fellow who has a tomahawk that hes using to cut down a pine tree and make a desk,0
that fit very well,1
I have a houseboat and a sailboat that are racing and Abraham Lincoln is going to sail the one thats faster but he needs a hammer or its a gavel to judge,0
oh I get it I remember that I know history,1
I have a palm tree I have a two nacho bowl I have a trapezoid and I have some stupid thing,0
dont call it stupid,1
I have a comb I have a three sided shape I have a nacho bowl and I have a speed boat,0
a three sided shape,0
I got it,1
I have a rubber duck a swan a flamingo with a broken neck and a raptor,0
neat,1
I have young russell crowe I have uh a swan I have a flamingo and a flying bird,0
okay,1
I have a triangle timeout,1
okay I have to sneeze I have a triangle with cut outs I have a boat I have a bong and I have a vase so triangle boat bong vase,0
sounds like a cool weekend,0
oh yeah,1
especially that vase part I have a three sailboat nay a three nacho bowl followed by a mountain and then a house and then a two nacho bowl,0
okay sounds like a party,1
I have a large sparrow I have a swan older Russell Crowe and a flamingo,1
as you know in pokemon theres a bird named spirrow but I would not say that he is necessarily a sparrow but I got it,0
I have wow this is great I have like a house and thats not even the best part that I have a mountain and then I have an avalanche and then I have a boot with a hat on,0
okay,1
okay I have a ram or a goat I have a bunny an alpaca and the weird little animal,0
cool,1
fifty nuts anywhozzlel I got well this is a tricky one got a guy on a bike guy big guy running lady running down upside down splits man possibly breakdancing,0
I call it a gymnast,1
I already did but I have a rocket ship I have a crab I have a lion pooping and I have a weird little shape,0
that last thing looks like a dog pooping,0
no it doesnt,1
I guess I know dogs pooping better than you I have a house thingy I have a house thingy I have a arrow thingy in an arrow thingy is that help,0
no,1
it doesnt help,0
well I guess Ill dumb it down for you i have a house thingy in the second house thingie has like an arrow thingy but then the next arrow thingy is just too arrow thingy the thing the bottom like a pointy arrow thingy to the right,0
okay I have a lady with a handkerchief that sideways the same one thats straight up and down the butler then a weird shape,1
okay I gots me fat crow sitting on top of a flamingo which is looking at the duck which is looking at the flamingo looking back at it,0
that last ones the sideways flamingo,1
okay got it,0
okay the Russian meets the seal on a houseboat with a hammer,0
got it,1
a guide your assets was in a tornado which got thrown into a ocean with a turtle which got eaten by a sea monster,0
got it,1
okay a flying bird and a hummingbird are flying next to each other they meet up with a raptor and then a flamingo,1
got it,0
have this fish swimming up the stream and it met this dog which they both got a rocket ship and flew to mars and met a ram,1
okay delta um the sailboat that looks like it has two sails is sailing away from the sailboat that is like has a longer bottom with like two triangle sails and then theres the windmill and double arrows,0
got it,1
theres a sea monster that wanted to date this sideways flamingo but the sideways flamingo was into this other flamingo that was looking at it and the flamingos that were looking at each other ignored this seal that was at the bottom,1
its such a sad seal,0
it was a sad story,0
ok the pizza guy with or actually its the guy with like the boobs triangle boobs and then he gets on the race car and they get a pizza with the pizza guy in the other guys just running to catch up triangle bodied guy,1
the triangle boobs ran after the pizza guy and ran into a sliding guy that had a triangle body,0
nope boobs race car pizza then the guy running,1
ok I think I got it,0
thats okay there was a nacho dance on this boat which had hot soup sideways spilled on everybody and then they had to flipable up right side up so and spill anymore,1
okay Abraham Lincoln used a hammer to make a hoof print but he needed a candal to see,0
I love it,1
so I wrote this camel today I saw bunny on the way I threw the bunny in the ocean where this fish swam by and I swear I saw a sea monster,0
is it fish sea monster sea monster fish,1
I saw the fish and then the sea I swear I saw sea monster fish sea monster,0
got it,1
oh one second,0
I got oh a flamingo thats just stand offish not looking at anybody and then the flying bird made a best friend in the rooster but then they all got eaten by a sea monster,1
got it,1
I saw this rubber ducky it bumped into this raptor and I got scared and ran away but the flamingo was watching which I dont understand why because this crab was coming right at it and didnt even see it coming,0
got it,1
the football player was kicking the football at the salsa dancing lady but then a guy tried to stand up for her but he fell and did a somersault and then the police man came upside down,0
I love it,1
okay I had this dog it got its head cut off and this cat ran away so it wouldnt get its head cut off and then the squirrel was watching it all happen,1
got it,0
okay so theres these two rubber ducks theyre best friends but one the second ones upside down and then the momma flying bird is flying away from the baby flying bird,0
aw,1
theres this big bird with a triangle foot which didnt have any friends because the big flying birds kept flying away from it and they were flying with the dragons which couldnt get eaten by the raptors down below,1
okay so this crow is upside down and then theres a turkey which likes the crab and a dragon,0
got it,1
there was this cat that had triangle years because it really like triangles which didnt like speedboats or palm trees,0
got it,1
ok first theres the guy with the triangle head who doesnt like anybody and then the handkerchief lady with dancing at this party with this other dude who looks like he has like old time pants on and then he went into a somersault,1
got it,0
it was this flamingo that got flipped upside down because of this hummingbird flew next to it and there was a sea serpent in the water when this happened which made everybody flip upside down and fly away,1
forty one knots okay so Batman mask decided that he didnt want his car anymore so he got on a bike but then the bike wasnt fast enough so we had to run and then he changes body shape into a square,1
okay got it,0
there was a skinny crow that wish it was a flamingo because they had a bad experience with crabs and seals,0
got it,1
ok um theres this arrowhead guy who likes is pointing at the pizza guy and then this other guy felt really fat so he had to do start doing one legged pushups and then he ran away,0
got it,1
okay his camel had two humps which the dog was staring at and then he dropped his jaw open when he saw the two humps and wanted to swim away,1
got it,1
okay so this seventy percent um this chipmunk and this bunny are best friends so they decided to go to the desert and eat a camel and then a bear ate them all,0
got it,1
I wanted to take a speed boat under a bridge but it was going too fast so I had to take a houseboat so when I hit the bridge and I got to this island with all these pretty palm trees,0
I got it,1
so a waiter decided he wanted to become an exercise person like JT and he started doing one legged pushups and then he started doing somersaults because he wanted to become a gymnast but then he decided he wanted to be a pizza man instead,0
got it,1
had all these arrows tell me where to go but the one arrow I followed made me walk into an avalanche which broke the pot I was holding which was full of hot soup,0
got it,1
ok so were at a food party with apples and like nacho dances or something but then we decided to go to baseball field and theres a palm tree there,0
got it,1
I wanted this pet fish but my mom said I couldnt have it so I went to a petting zoo with all these rams and they had a camel there which I thought was really odd so I went home and bought a cat instead,1
got it,1
uh one second,0
okay so this crab uses pinchers to cut off the dogs head but the alpaca was its best friend and then he met a sea monster,1
um I got it,0
had this apple and I bit into it with awful so I threw it out a side of my houseboat and my dad was smoking a pipe underneath the bridge,1
got it,1
okay so were playing tetris on a houseboat but it was my birthday so we had nachos,0
I like that one,0
okay I have a speedboat going down a bridge a pipe and then the speedboat going up,0
got it,1
I have a dog going down I have a bear a sideways submarine and a little t-rex,1
okay,1
I have a sailboat a bridge with an m cut out or a mountain and then a house and then an Eiffel Tower,0
got it,1
I have a palm tree um an eraser a baseball plate and it looks like a hookah or something,1
I have an upside down crow I have a seal a duck with no legs and then a bird with like two big triangle wings,0
got it,1
I have an upside down duck um a sideways fat crow an upside down skinny crow and then a sideways seal,0
got it,1
I have a palm tree a big big apple a littler apple with a bite taken out and then like a diamond stop sign but not a stop sign,0
got it,1
I have the dog with its head cut off I have a bunny I have the t rex guy and then I have the submarine,0
sorry could you repeat that please,1
I have oh sorry I I have a dog with its head cut off a bunny and the t rex guy in a submarine,0
ok got it,1
I have a sideways sailboat a sideways plant a houseboat and then a right side up sailboat,1
can you repeat those those kind of stuck on your side with a sailboat for a second,0
yep sideways sailboat the sideways plant the right side up houseboat and the right side up sailboat,0
got it,1
I have a candle um I think people call us a turtle an upside down turtle um the indian guy and a desk,1
got it,1
I have like the steamboat home plate an eraser and then a slope  ,0
got it,1
i have a its like um  and go and im the stick thing with like shapes coming out of it i dont know what it even looks like cousin that looks like a dog kind of a sideways rocket ship a submarine and a downwards rocket ship,0
got it,1
I have a sailboat a speedboat going down a bridge and then half a christmas tree,1
I have triangle guy running I have big guy who takes up like all the square I have guy walking upwards and then I have guy in fetal position,0
got it,1
I have a fox laying down and then I have a cat it looks like hes like really stressed out you know like when the hair stands on end and then I have a whale and then a ram,1
I have a bunny sitting down I have a dog leash looking thing with a square nose pointing to the left I have a fish swimming down and then I have like us the stem to a rose with the thorns coming out of it,1
okay I have a guy looks like hes flexing or something like a crab I have a houseboat a sideways uh bridge and then a speedboat going to the right,0
got it,1
I have girl with a handkerchief I have guy running who takes up all the the screen basically a guy running upwards walking his dog and then girl on her knees reading a book,1
alright I have a weird angle of a ram and then I have the rocket ship a kangaroo and then a sitting fox,0
got it,1
I have a pipe a boat with a triangle um an apple and a speedboat,0
got it,0
I have a seal a duck a rooster and a crow,0
got it,1
I have a duck sitting I have an upside down flamingo I have loch ness sea monster and a hummingbird slash dragon,1
k I have it looks like a tornado sideways and then I have a whale and like the tail is on the right hand side of the picture facing down then I have an animal on his hind legs that a rocket ship,1
I have I have like a mountain with a door cut out a palm tree a boat with an arrow on top and then a speedboat,0
got it,1
okay I have a rocket ship um the submarine a kangaroo and then it looks like a skunk almost like an animal with the head in the top left corner,0
got it,1
just kidding I didnt have it I have an upside down flamingo a sideways submarine a duck upside down and a flying bird,0
got it,1
okay I have a pine tree a sailboat a speedboat going down and then an apple,1
I have an upside hold on,0
I have an upside down guy holding a tray half of his body is cut off is bigger um I have my second guy as a waiter with a butt out my third guys with triangles I and my fourth guy is a guy pointing up at the ceiling,0
got it,1
okay I have a bird flying down like a big bird then I have a bird its like a weird scrunched up neck and that I have a seal and a flamingo,0
got it,1
I have tetris um a coat hanger um a boat and a triangle,0
got it,1
okay but upside down rooster a duck or a bird with like the weird neck upside down crow and a crab,0
and your second one smaller and your third one bigger,0
no I have upside rooster the really big bird with the weird neck and the upside down crow and then the crab,1
got it,1
I have a bird flying upward I have a crow I have a swan and I have a submarine,0
got it,1
I have the birthday cake a sailboat with like one weird sail and then a sailboat with like three mismatched sails and then an upside down boat with a rectangle on it,1
I have a dog peeing I have a cat sitting down I have fish swimming downward and then I have a giraffe,0
got it,1
sorry about that I have a dog going down a giraffe an animal with his head in the top left corner and then I have a turtle,0
got it,0
I got a cave with the door missing out it an apple I have a christmas tree Julianna describes this as a skeleton key is got like a diamond on the left,1
I got it,1
ok my top one looks like home plate and then my second ones the scissors my last third one is the uh tree and then my last ones the boat,0
got it,0
I got a turtle a baseball field some weird shape and then a spaceship point to the le right,0
I got it,1
I have the like a palm tree coming from the left top left hand corner then the apple like the half eaten apple and then kind of looks like a barn with a big black like stuff and then an upside down apple,0
got it,1
I got a dog a weird shape laying down bunny and like a cat on its hind I dont even know,1
I have like a sideways sailboat then like right side sailboat then like the right way and an upside down one and then I dont know bunch of shapes,1
what was the first one,0
huh,0
what was the first one,0
the sideways sailboat like the big triangle is like closer to the right hand side,0
got it,1
I got an upside down windmill upside down candle triangle diamond and a sailbaot,1
can you repeat that please,0
what,0
can you repeat that please,0
I guess an upside down windmill an upside down candle a triangle and diamond and a sailboat,1
okay I got it,0
ok I have a person coming from the left hand side and theyre holding and try like a bowl and then my second one is like lady dancing in a dress and then my third one is upsidedown person uh like running and then my last ones the same as the top one but theyre upside down and theyre coming out of the right top right hand corner,1
got it,0
I got a weird shape with a triangle sticking out of the left side a sailboat a pot and a bunch of triangles pointing left,0
I got it,1
I have the apple and then a six sided hexagon or whatever and then a bridge its like missing two little things out of it and then a comb or a saw,0
got it,1
alright I got a what I call a peacock like got a big rear end and then a flamingo upside down then a seal and then a flamingo looking backwards upside down,1
okay I got it,1
I have a person like on a slip n slide on the top one my second one is a person with a big square body my third one is a person running upside down with a triangle body and then my last one is like a person that takes up like most of the space and theyre running,0
got it,1
I got that cat looking thing and its on its like rear a rear legs I dont know and then a weirdly shaped animal with that with a rhombus as a tail and then a fish pointing downward and a fish pointing upward or a spaceship flying upward,0
I got it,1
my top one is the fox my second one is like fish swimming down and then my third one they kind of as a as has like a big bushy tail and then my last one is like I dont know it just like has like two triangles coming from each side,0
got it,1
I got a bunny a dog a whale thats upside down and then a fish,0
got it,1
I have an upside down duck with feet and then the like birds flying and has two triangles for wings then the like turkey looking thing and then the like big bird with a long tail,0
got it,1
got it,1
my top one is the person underneath but theyre upside down and my second one is like the person in the fetal position my third one kind of like a monk is and its like big and black and has a hole through holding something and then the person like went running with a triangle body,0
got it,1
I got it,1
I have the sideways speed boat then the like c then another boat it has like a triangle on it and then like I dont know the shape that goes like from the top right to the bottom left hand corner and it has like the dots on two sides,1
a weirdly shaped rectangles like I was is what I call it,0
okay well did you get it,0
duh,1
got the weirdly shaped loch ness monster uh to me it looks like a stingray and then the third one is that two triangles and the last one looks like a hand puppet facing downward,0
I got it,1
no you did not no you did not get it,1
okay well my top one I think is your loch ness monster and then the rabbit and then the a bear and then the fish,0
yep got it,1
got a man with a square body guy in a field position one with a dress and a guy standing on one foot holding a triangle,1
was your woman in the dress the third one,0
yeah,0
okay I got it,1
ok my top one is the like upside down vulture or whatever and then the big like turkey lookin thing has a big triangle body then the swan and its heads closer to the bottom left hand corner and then other swan but its heads closer to the top right hand corner,0
got it,1
a weird shape the big one with the diamond at the top and the triangle thats sticking out on the left and then a person holding a triangle sideways person on one foot holding a triangle  and then a person laying down on his back,0
I got it,1
I have the tree and then the sideways  sailboat and then the upside down candle then its like a big black spot but it kind of looks like a house like a siloutte of a house,0
got it,1
my loch ness monsters first and then an ostriche is second and then a swan sideways is third and then a hummingbird with the two triangles as ,0
I got it,1
my top one is like the squirrel then the rabbit laying down and then the rabbit standing up and then kind of looks like a dog its like barking its kind of messed up looking,0
sure why not I got it,1
I got a windmill sideways and then that weird shape with triangles sticking out on the left and then a seal and then a house,0
I got it,1
I have a rabbit laying down and the like dogs thing like barking and then I dont know a bunch of like random shapes it has like a rhombus whatever for a tail and then it has like two triangles for maybe feet and then the second one it has like it almost looks like something is like hanging out of a tree but its like sideways,0
is the one with the two triangles feet are the triangles separated or are they like kinda together does that make sense,0
no theyre like seperated like my last one kind of looks like the one like like a cat head where its like has the ears and its like on the left or right hand side,0
I got it,0
