UTTERANCE,LABEL
i have the loch ness monster thing its like with the flat side on the bottom and then the same picture but its like rotated ninety degrees so the flat sides on the left hand side and then the stingray and then the kangaroo,0
got it,0
ive the snake then the upside down flamingo than the flying bird with two triangle wings and then the swan,0
ive the oh god um the dog that has like a flat nose it looks like it ran into a wall and then i have the like like animal thats like standing on one leg and it has like the like its head is closer to the top left hand corner and then the like really likeit kinda looks like a messed up squirrel it has like oh god i dont know its like really big and it takes up most of the space and it only has like one two little triangles for like legs and then the thing that looks like a cat or something like sitting in a tree ,0
yeah and it has like four legs,0
got it,1
yeah I have the dog on its hind legs and has like one little triangle sticking out in the front and then the animal thats like in a tree and then the other like dog but its heads on the right hand side,0
okay my top one the dogs heads on the left and the tails on the right and then my last one the dogs head is on the right and its tails on the left,1
got it,0
I have the roosters then the turkey flying up and its heads like closer to the top and then my third ones the turkey and its heads closer to the left hand side and then the upside down duck,1
okay my top ones the upside down rooster then the duck walking then the vulture then the swan,0
I have the pipe then the right side up umbrella and then the like cat head thing has like the ears is just like the dark shadow and then the upside down umbrella,0
got it,1
I have the person holding the triangle their butts sticking out then this persons a square body then the person riding a bike and then the person like holding out a blanket or something,0
can you repeat those,1
I got it and can you talk louder youre like barely talking,1
I have the arrow pointing up with the triangles then the comb and then the mountains at the bridge or the tunnel through it and then the tree,1
got it,1
I have the whales and the dog with it and then the fox and then the other dog was like on all fours the second dog is like not on all fours its like on its hind legs,1
I didnt hear what you just said,0
got it,1
Ive accidentally already pressed done uh so I have the like cat thing thats like an in a tree and it has like pointy ears on the right hand side and then the whale and then the other dog the first dog my first dog has like a diamond shaped tail and it has like a square nose then this third like the last one is really like in kid not a lot of detail and it has a big bushy tail,1
okay my top one its the one with the arrow pointing to the right and then the per the lady in the dress then the kid and then the guy with the flat back holding a triangle,1
I got it,0
the person in the fetal position then the arrow pointing to the right and the little kid and the person comes out of the right hand corner and hes upside down and hes holding triangle,0
got it,1
I have the upside down candle and then the like shark thing or whatever then the t and the like rewind,1
what did you say,1
got it,1
I have the cliff with the rocks falling off and then the windmill and then the cliffs falling off the cliff the rock sign off but its facing the left hand side and so like the ninety degree angle is closer to the right hand bottom right hand corner and then the cake,0
I have the flamingo or the yeah the flamingo and then the peacock with the triangle body but its heads on the right hand side and the snake and then the same bird is the second one but its heads closer to the top left hand corner,0
got it,1
I have the boat with the chimney and an upside down a palm tree umbrella thing and then the pipe and the speedboat,1
I got it,0
got it,0
the boat with the triangle sails then the houseboat then the top hat and then the arrow pointing to the right,0
then the bridge then the comb then in the arrow then the boat,0
ok youre going to have to yell just like you told hannah I cant hear you,0
ok I got it,1
I have the person holding a triangle and theyre like sticking their butt out and the heads like closer to the bottom left hand corner then the little kid then the person coming out of the top right hand corner and theyre holding a triangle and it looks like a bowl and then arrow,0
got it,1
ok I have the dog that has like the bushier tail and its heads like its on like its hind legs almost and then I have the dog but his heads on the left right hand side and it has like four triangles for feet and its heads like closer the right hand side and it has like a square like nose and then I have the like x and then the last one is like the dog but its front arms are like waypointier than the other than the back and its heads like a rectangle or like a square rectangle,0
got it,1
oh hang on,0
I have the person on the bike and the person doing the front flip then the person upside down then the like weird shaped person,0
got it,0
I have the b then the pipe then the vase then the mountains with a hole in it,0
I have the stairs then the like air force symbol then the boat then the house,0
ok theres two ducks with no legs and they look identical,0
okay I got a query thing halfway through and I couldnt hear you so can you just repeat all four of them please,0
okay I got it,1
I have the person doin the slip n slide then the person with their arms out I kinda look like theyre on their tip toes and then the person upside down then the person sticking out there butt holding a triangle,0
did you press done,0
got it,1
I guess I have the rectangle thats missing one triangle then the rectangle thats missing the two corners and then the half a tree and then the mountain,0
I got it,1
I have a cliff then the rewind and the hammer and the candle,0
the person lying and the person lying flat in the arrow then the person holding a triangle and then the person on the Slip n Slide,0
I have oh hang on,0
I have the per uh the like triangle that  has the squares and things that look like an m then the vase then the boat then the ok so my second vase is like sideways and then the last one is the right way,0
got it,1
I have like i dont know if people call it a shark but it has a square and then the vase then the mountains and the candle,0
got it,0
the triangle then the boat then the rectangle missing a corner and then the b,0
got it,1
I have the snake then the like kind of looks like a cat and its only six scared and its like backs at a point then the arrow pointing down and the like dog,0
I have the person and their heads in the top righthand corner and theyre like running then the like messed up body I dont really know has a two points the narrow and and then the fetal position,0
I have the tree then the boat then the scissors and the slope,0
the loch ness monster then the road runner then the flamingos then the seal,0
got it,1
I have the vulture then the swan then the duck then the rooster,0
got it,0
the rewind then the vase then the boat then the shark or whatever,0
got it,1
I have a stripe boat then the boat then the apple then tree,0
the house then the arrow then the boat then the arrows that go point up and down,0
the house then the arrow that points to the right then the boat then the arrows that point up and down,0
I got it,1
oh hang on,1
I have the person that kind of like a monk they have like thick sleeves and theyre reading a book then the person upside down doing splits then the lady in the dress and then I dont really know theres like a square in the bottom right hand corner,0
is the dogon all fours and then on its hind leg right,1
got it  ,1
I have the vulture the vulture and then the me or peacock thing with the square about trying the with the triangle body and then the rubber duck and then the turkey,0
I have the rat squirrel thing and then the arrow pointing up and then the fox and the other like dog shape,1
yeah can you just repeat those sorry,0
okay got it,0
I have the apple and then the boat thyats upside down and the rectangle missing corner and then the mountains at the bridge through it,1
was your key first or second,0
got it ,1
okay I have the rabbit laying down in the fox lying down love fox on its hind legs and then the dog its like on its hind,0
I have the iron and then the boat has four triangles on top and then the cake and upside down boat,1
got it ,1
I have the bow on its side with thetwo sails in the same boat but its upside down and then like stripe and the sea,1
mine is like stuck but I have the seal then the boat with one sail then the boat has like want to sales but the one big sail has like has like a rip in it the last boat has to try and they both facing the same way,1
I got it,1
I have the fetal position the person with no arms and then the flying like dragon thing and and the person running and they have like a cape or something because theres like a triangle coming out of their back,0
I have a stripe in the pipe then the speedboat then the nut shell,0
got it ,1
I have the person like the cape the numbers and doing a nosedive then a verse in upside down doing the splits and the person like on their tip dont walk like dancing almost,0
got it ,1
I have the cake then the upside down boat in the right side up then the seal,0
got it,1
I have the like bridge with the two holes in it then the like a house big of black and the apple and then the mountains with a tunnel through it,0
got it,1
I have the like rubber duck then the turkey then the sanke then the x,0
I have the like big like the barn looking thing and an upside down umbrella and then the pipe and then the bridge thing,0
got it,1
got it,1
I pressed done,0
I have the Eiffel Tower then the boat then the vase then the like stairs,0
I have the x and the like cat stuck in a tree and llama llama like rat squirrel thing,1
I have the road runner then the duck with the it then the rubber duck is head is closer to the bottom right hand corner and hten the same duck but its like upside down,0
got it ,1
I have the rubber duck and then the upside down swan and the flamingo in the swan thats like on its side,0
got it,1
I have the umbrella upside down then the boat than the rectangle missing a corner and then the key,0
I have the stair like the on stair then the boat with the two triangles sales that are facing the same way and then a boat thats on its side as one big triangle and a little one and then the rewind ,0
I have the seal and the like a bird that has the triangle but its facing the right way and then the turkey and then the sideways a bird has a big triangle body,1
got it ,1
I have the vulture like the fatter or the thinner of the vultures and then the turkey than a snake than the fat vulture,0
