UTTERANCE,LABEL
okay my first one is the guy with a giant well hes the giant guy and it kinda looks like he has a upside down triangle in his hands my second is a drag racer my third is the person in the fetal position and the last one was the little kid running ,0
got it,1
okay first one is the smaller turkey my next one is the one that looks like an x my third is the giant bird with the triangle back and in my last one is upside down bird,1
my first one is the um the smaller bird or the turkey with his head facing up my next one is the x my third is the giant bird with a triangle back then my last one is upside down bird,0
got it,1
okay my first one is the the one with the square missing from the middle my next one is the apple my missing from the middle and then my last one has the same shape as the first one but its turned to the left,0
got it,1
here we go first one is the christmas tree the sailboat the windmill and then the sideways avalanche,0
got it,1
the first one is the weird looking monster second one is the this same animal standing on two feet and has a square nose then I have the squirrel then I have the dog with his head facing down,0
my first one is a steamboat then the crab then the freight boat and then the arrow facing the left,1
what you say,0
the third one is the freight boat and then the last one is the arrow facing left,0
got it,1
first one is the road runner then the flamingo the x  the upside down vulture,0
got it,1
my first one is the swan the x the seal and then the large turkey,0
got it,1
the first one is a string of triangles then the semi colon upside down candle upside down sailboat,0
got it,1
first one is the weird looking shape then I have the bird with its wings spread apart then the duck with no feet and th x,0
got it,0
the first one is the apple a parallelogram upside down palm tree and the scissors,0
got it,1
first one is the person with the square body then the man doing a front flip then a factory and then the man with the long arms,0
got it,1
I have the mountain with the cave the letter c upside down palm tree and then the scissors,0
I have the duck with no feet the large turkey the seal and then the x,0
got it,1
the first one is the yacht then the half a christmas tree the shape with the speckles in the upper right and bottom left and then the apple,0
got it,1
first one is the upside down man with the looks like long sleeves then i have the person thats going off the off of the screen person doing a front flip is third and then the last one with a person with a rectangle body and their holding a triangle,0
first one is a kind of a abstract shape with the trapezoid on the left and then half a rectangle at the very top of it then I have the sailboat with the three triangles with the three sails then I have the sailboat with the one sail then a string of triangles,0
got it,0
I have the man with long arms then I have the lady in a dress with no arms then I have the person long arms and then the rectangle body hold a triangle,0
got it,0
first first one is the x the llama then the dog with his head facing the ground then the cat,0
got it,1
first one is the pipe then the cave the upright palm tree then the freight boat,0
got it,1
I have the person with the long sleeves the person standing up holding a triangle then the lady in the dress with no arms and the triangle body,0
got it,0
I have the upside down small boat upside down windmill the boat with the three sails and its upright and the last one is the sideways boat with the three sails,0
got it,1
first one is the avalanche then the steamboat the upside down hammer and then the corner of a picture frame,0
yep,0
got it,1
my first one is the sailboat with three sails the upside down candle the boat with one sale then the small boat with the triangle big triangle on the bottom and a smaller on the top,0
got it,1
first is the step then the christmas tree the house with the chimney and then the sailboat,0
first one is the step and then the second one is a christmas tree,0
my first one is the rocket ship going down then the arrow going down then the fish and the cat lying down and a fox laying down,0
first ones my bad but the first one is the drag racer then the person taking the factory then the upside down person,0
got it,1
first one is the blurry person looks like the ladies in a dress then the fetal position with the head at the bottom then the fetal position with the head at the top and then a square body person,0
got it,1
first one is the sailboat with the sails on the left the upside down palm tree the saw or the cone and then a mountain with the cave,0
got it,1
first one is christmas tree second is the pipe the sailboat and then the big blob,1
got it,1
the first is a lady in a dress with arms up second is the lady in the draft with no arms then the square body guy and then my last is the shark person,1
yeah the first person is the lady in a dress with the arms up second is a lady in a dress with no arms third is the triangle body guy and then the last one is the shark person,0
got it,1
first one is the one with the arrow facing up then the sideways mountain with the cave the triangle with the two rectangles taken out and then a triangle the regular triangle facing left,0
got it,1
first one is the penguin penguin looking person the lady in a dress with no arms but her head is at the top third is a lady in dress with no arms but her hand is on the right and my last one is a square body berson,0
got it,1
first one is the person with the triangle body guy second is a lady in the arms with lady in a dress with no arms the upside down person with the long sleeves and then my last one is the fetal position,0
my first one is the vase then the triangle then the one with the arrow facing up and then a bridge,0
first one is the swan the upside down flamingo then the pyramid bird and then the road runner,0
got it,1
first is upset upside down flamingo then the the bird with its wings spread apart but hes upside down the yeah hes upside down then the same shape but hes rotated to the left and then the upside down bird with two feet,0
i first one hold on,0
first one is the weird looking shape kind of like a key you kinda say then the six sided diamond then the bridge and then the triangle,0
got it,1
first one is the bunny laying down the dog with a square head then the bunny laying down what his ears on the right side and then the last one is the dog with the square snout,0
got it,0
the first one is the big block then the parallelogram with the speckles in the top right and bottom left the sailboat and the bridge,1
got it,1
first one is the giraffe the the bunny laying down the dog and then the arrow facing up,0
my first one is the arrow facing up the sailboat the triangle with the two rectangles taken out and then the jagged edge looking thing,0
got it,1
