UTTERANCE,LABEL
got it,1
the russian one,0
maybe he was anorexic at the beginning we dont know,1
so i grabbed this bird whos flying and then right beneath him is some type of flamingo who thinks hes a bat a flamingo wakes up and starts walking down the wall and then gets eaten by the loch ness monster and thats our story,0
I got it,1
okay so we got this bowl thats falling on top of a russian and it hits his head and then it falls sideways and its all taking place inside this house and his moms gonna be pissed when she comes home,1
hes butlering all right,1
okay so I got this fish swimming up to try and escape the Loch Ness monster whos right behind him then theres this ram whos like Ill stop you and this fish shes like I dont care I dont give a shit,0
got it,0
got it,1
got like a running dog thing I dont know this weird bent over shape then I have a camel and a whale fish thing,0
my second thing is like this weird mass of shapes Im not really sure,0
like its got a square thing in the top left corner and then in the top right corner its got like ears or something,0
okay I think I got it,1
got it,1
okay Ive got like a deer or something is the pointiest shape that there is than to have fish swimming down like a sideways crab or something and a fish swimming up,0
got it,1
I got the eraser shape an upside down sailboat a christmas tree then the eraser facing to the right,0
got it,1
Ive got this weird like dinosaur with a shovel head thing like that duck dinosaur then I have a bear a giraffe and a dog,1
got it,1
Ive got a submarine a house then a house boat and the rhombus,0
got it,1
Ive got a vulture with like neck all curled up then I have a skinny crow sideways duck and then a flying bird,1
got it,1
Ive got a raptor Ive got the vulture ive got this really fat bird and then I have a snake,0
yeah,0
got it,1
Ive got this like weird maze hallway shape than to have an upside down mountain building and then the upside down cactus,0
got it,1
got that fat bird a bird flying a duck and then a rooster,0
got it,1
Ive got a sailboat with one sail and then a hammer then a thread spool then a whole mess of shapes,1
got it,1
Ive got the sea monster thing then I have a fox then I have this crime against nature then I have a fish,0
you said flying bird was first,0
got it,1
okay Ive got a slanted square half a stop sign an eraser and then a diamond,1
got it,1
Ive got this weird large shape like something standing on one foot and then Ive got the like ram then I have a squirrel is roaring like a lion to have a sideways giant weird shape,0
alright got it,1
Ive got a guy sprinting a guy falling over his toes the flying lady and then an upside down guy,1
got it kind of looks like a gazelle to me,1
okay Ive got like turning your head to the right it looks like a cave or something then I have an arrow bridge and then an even bigger bridge,0
