UTTERANCE,LABEL
the apple triangle body sailboat ok upside down apple triangle body sailboat rightsided apple,1
got it,1
flamingo chicken with long tail swan a seal,0
yeah,1
got it,0
oh shoot ok I have a chicken with the long tail flamingo flying bird rubber duck,1
got it,0
crab house boat sailboat eraser,1
got it,1
ok I have the whale the bunny um to me it looks like a hand puppet with a parallelogram going off of it its got like a parallelogram mouth and then a parallelogram like piece of hair coming off I guess the last one kind of looks like a I dont know it kind of looks like an animal going to the left,0
yes I would go with that,0
got it,0
I have the cat the dog the ram and the lion,1
got it,0
sorry I wasnt on speak um I have a dog going down a crab a horse on two feet and a dog going to the left,0
got it,1
I have a tea kettle an iron a mountain windmill,0
I have a duck a crab a raptor and this flamingo,0
got it,1
I have a ram anteater um an arrow going downward and a fish,0
a bunny a dog a whale a ram,0
got it,0
um mountain triangle square abraham lincoln um tp,0
got it,1
got it,1
chevron um Russian teepee house,0
um a duck a crab a dragon a flying bird,0
is the butler first,0
okay got it,1
um apple triangle with cut out houseboat parallelogram,0
yeah apple triangle with cut outs houseboat parallelogram,0
got it,1
a dog an arrow going up a dog going to the left and then it looks like a robot to me,0
yeah kinda,0
yep,0
got it,1
I have an alpaca a fox laying down a fox standing up and a weird dog,0
got it,1
I have a guy with an arrowhead a square body guy a guy reading a book and a ninja kicking upwards,0
got it,0
tetris the hot soup the sailboat and then the house,0
okay got it the raptor didnt look like a raptor to me,1
okay I have a salsa dancing lady a guy holding a pizza a guy reading and that triangle body walking upwards,0
got it,1
I have a skinny crow a fat crpw a swan loch ness monster,0
got it,1
i have a fish a fox a stingray and then the fish going downward that doesnt really look like a fish,0
got it,1
I have the large guy running upward the model walking upward the square body guy and the butler on one leg,1
split legs guy dog guy lady with the handkerchief coffin man,0
got it,1
I have a guy holding a pizza split legs guy model walking downward fetal position,0
got it,1
I have a boot a hammer an unfinished desk ok boot hammer unfinished desk triangle square,0
got it,1
okay I have a ram a fish a dog and then a weird little animal,0
I got it,0
I have a windmill a hammer a feather and a windmill that sideways so the first one is upside down,0
got it,1
I have a rocket ship a sailboat an avalanche of shapes and a feather,0
yep,0
is the second one where like the shapes arent connected,0
okay I dont see that but I got it,1
I have a hummingbird a flamingo thats completely upside down a loch ness monster and the flamingo looking back,0
got it,1
okay I have a lady with a handkerchief that sideways the same one thats straight up and down the butler then a weird shape,1
okay got it,1
okay the Russian meets the seal on a houseboat with a hammer,0
got it,1
okay a flying bird and a hummingbird are flying next to each other they meet up with a raptor and then a flamingo,0
okay delta um the sailboat that looks like it has two sails is sailing away from the sailboat that is like has a longer bottom with like two triangle sails and then theres the windmill and double arrows,1
its such a sad seal,0
ok the pizza guy with or actually its the guy with like the boobs triangle boobs and then he gets on the race car and they get a pizza with the pizza guy in the other guys just running to catch up triangle bodied guy,1
nope boobs race car pizza then the guy running,1
okay Abraham Lincoln used a hammer to make a hoof print but he needed a candal to see,0
is it fish sea monster sea monster fish,1
got it,1
oh one second,1
I got oh a flamingo thats just stand offish not looking at anybody and then the flying bird made a best friend in the rooster but then they all got eaten by a sea monster,1
got it,0
the football player was kicking the football at the salsa dancing lady but then a guy tried to stand up for her but he fell and did a somersault and then the police man came upside down,1
got it,0
okay so theres these two rubber ducks theyre best friends but one the second ones upside down and then the momma flying bird is flying away from the baby flying bird,1
okay so this crow is upside down and then theres a turkey which likes the crab and a dragon,1
got it,1
ok first theres the guy with the triangle head who doesnt like anybody and then the handkerchief lady with dancing at this party with this other dude who looks like he has like old time pants on and then he went into a somersault,0
forty one knots okay so Batman mask decided that he didnt want his car anymore so he got on a bike but then the bike wasnt fast enough so we had to run and then he changes body shape into a square,1
got it,0
ok um theres this arrowhead guy who likes is pointing at the pizza guy and then this other guy felt really fat so he had to do start doing one legged pushups and then he ran away,0
got it,1
okay so this seventy percent um this chipmunk and this bunny are best friends so they decided to go to the desert and eat a camel and then a bear ate them all,1
I got it,1
so a waiter decided he wanted to become an exercise person like JT and he started doing one legged pushups and then he started doing somersaults because he wanted to become a gymnast but then he decided he wanted to be a pizza man instead,1
got it,0
ok so were at a food party with apples and like nacho dances or something but then we decided to go to baseball field and theres a palm tree there,1
got it,1
uh one second,1
okay so this crab uses pinchers to cut off the dogs head but the alpaca was its best friend and then he met a sea monster,0
got it,1
okay so were playing tetris on a houseboat but it was my birthday so we had nachos,0
ok I have a sailboat thats sideways a hoof print an upside down sailboat and the house,0
got it,1
houseboat sailboat windmill feather,0
weird curly tailed dog cat baseball field hand puppet,1
got it,0
rubber duck a hummingbird crab flamingo,1
got it,0
the bob named swan-- swan named bob dragon duck flying bird ,1
but bunnies can swim,0
yes they can I have an arrow a sailboat chasing the arrow on the sailboat theyre eating a birthday cake with another sailboat thats right side up,1
got it,1
I hit done,1
got it,0
okay the chevron was painted by this russian man inside of a teepee but it is actually not a teepee it was a tent inside of a house,1
okay I got it,0
okay a rubber duck got pinched by a crab but the dragon was friends with the duck so the dragon and flying bird were friends duck crab dragon flying bird,1
got it,1
wheres the b,1
so batmans third,1
five seconds,0
sorry I was answering a query so we are at a petting zoo where theres an alpaca a fox spotted fox a smaller like cat and then a terrier dog a half dog half a spider,1
uh huh,0
its okay I got,1
okay so theres arrowhead man and then the square man and then the guy reading a book and then the ninja,1
got it,1
okay so theres tetris theyre playing tetris while eating hot soup which is like kind of like a sailboat with one sail so tetris hot soup then theyre on the sailboat and then they go to their house,1
got it,1
ok so the salsa dancing lady is so excited because the pizza man is coming right under her like coming to give her pizza right under her and then this guy is the next guy is just chillin with a book because he doesnt like pizza but then the last guy is running towards the guy with the book to get past them to get to the pizza,0
which sailboat has two sails,1
okay got it,0
okay so we have the story of a a crow but its a bad story because at first shes skinny but then he gained a lot of weight and he becomes bigger but then he turns into a beautiful swan but then gets eaten by a Loch Ness monster,1
got it,0
okay so theres this fish it gets eaten by a fox lying down or a cat but then the stingray stings the fox and then a fish is just chillin downwards,1
got it,1
okay so we have a gymnast whos doing the splits upside down which is very gymnasticky but then a dog person comes by to see a lady with a handkerchief thats on her side but then he does and hes a coffin man,0
okay I have the guy with a split legs the model walking down the guy doing one legged push up and the pregnant lady,1
got it,0
fetal positions split leg triangle body weird shape,0
I got it,1
I have the ram the tornado the arrow going up and the weird dog,0
got it,1
I have half a christmas tree a bridge a cave and a half stop sign,0
I got it,1
got it,1
bunny fish bunny laying down giraffe,0
got it,1
I have the split leg guy the square body guy the guy holding a pizza and the arrowhead guy,0
bridge apple bit out of bridge with two cut outs and then teepee with two cut outs,1
got it,1
I have the split leg guy the guy running to the left the guy with the weird flipper arm and then the weird last shape,0
got it,1
I have the unlit candle the triangles and I think Julie said this is soup,0
got it,1
I have the arrow guy head guy the guy dancing like the stinky leg the pregnant lady and the guy kicking a football,0
got it,1
I have the big flying bird the crab the seal the flamingo,0
got it,0
a sailboat with three sales the teepee the Russian sailboat with two sails,1
got it,0
flying bird crow raptor duck,1
I got it,1
I have the arowhead the guy in a race car going up the model walking downwards the salsa dancing lady,1
oh no,1
got it,1
I have the cat the baseball field the bear and the weird robot dog,0
got it,1
I have a crab a bunny a chipmunk and a dog robot,0
yep I got it,1
a whale with a mouth a standing up cat a dog going downward and a horse with a long tail,1
got it,1
I have a rocket ship a fish with an open mouth a dog and a chipmunk,0
got it,1
I have the teepee the sailboat the apple the full apple then apple,0
got it,1
uh Russian candlestick iron tetris,0
got it,1
the two sail or the sailboat thats right up beside the candle the boat with cargo and the sailboat thats upside down,1
got it,1
mountain teepee arrows unfinished desk,1
got it,1
house small boat teepee seal,0
I got it,0
I have the model walking upward the arrowhead guy fetal position weird shape,0
okay I have a up and down sailboat a hoofprint a upside down sailboat and then a house,0
got it,1
I have houseboat a sailboat a windmill and arrows,0
I have a fox a baseball field a weird animal with a weird head and then I have a hand puppet going down,1
sure,0
got it,1
rubber duck hummingbird crab flamingo,0
what the heck what are you talking about,0
does it look like an ant eater,0
ok then I got it,1
got it,0
I have an arrow a two sailed sail boat a birthday cake and then a weird sailed sailboat,0
got it,1
I have a rocket ship a weird sailboat following a triangle square,0
got it,1
chevron plant teepee house,1
I was answering a query okay raptor flying bird rooster duck with feet,0
I think you call it a chicken chicken with a long tail,0
chicken flying bird rooster duck with two feet,0
got it,1
I have an upside down butler a lady with the handkerchief that standing up and then she sideways and the third one and then a skydiving guy,0
got it,0
turtle cat bunny weird dog shape,0
yes it is it looks like Pluto,0
second one I turn your head to the right it looks like an indian,0
but I got it,0
its there okay I have a baseball plate a freight boat a slant and a big b or a stove,1
is the cat standing the second one,0
got it,1
half christmas tree freight boat pot and then weird shape,0
fat crow loch ness monster peacock duck with two feet,0
got it,1
okay I have a loch ness monster a sparrow which is like the big one and then I have a flamingo looking back and then I have a flying bird,1
fifteen minutes,1
what are the last two,0
thanks I got it,1
whats the difference between which ones fat and which ones skinny,0
got it,1
a flying bird a flamingo pointing to the left a loch ness monster then an upside down flamingo,0
okay i have a pot thats straight up side up straight up and then i have a pot to the side i have a plant and then i have a house,0
does the third one take up most of the square,0
ok then I got it,1
okay I didnt get it I have a fish a loch ness monster a rocket ship and a ram slash goat slash unicorn,0
which one looks like a chipmunk,0
okay got it,1
okay I have a plant the unfinished desk a weird sailboat  and a pot,0
got it,0
I have a hammer a avalanche of shapes a sailboat and then a little boat thats upside down,0
got it,0
I have a whale or a tornado I have all these chain I have like its kind of like a dog or like a squirrel its got a parallelogram and as a tail it going and its going to the left and the parallelogram is like more like smash down and then I have like one thick,1
then I have a dog with like a square going to the left and then I am like I dont know maybe you can describe it better,0
okay I think I got it,1
I got it such dissapointment,1
um I have the police man with his hand out the guy in a coffin the race car guy and the guy dancing,0
hey I like that description I got it,1
I have a flying bird a dragon a raptor and a swan,0
the dragon is the one with the two big triangle wings,1
got it,1
I have a speedboat going down a bridge a pipe and a swede will go a speedboat going up,0
got it,1
I have a crow a seal a duck and a hummingbird which is a small bird with two wings,0
got it,1
a palm tree full apple  bitten out apple and then like  hexagon,1
got it,1
I have a sideways sailboat a plant a houseboat and then right side sailboat,1
yeah its like the one with three shapes that theres like little lake separates in between some people call it like a Pac Man eating something and then the seal like the plant the houseboat and then the last syllable is like a trapezoid on the bottom and then like three triangles kind of,0
got it,1
I have the freight boat the like rectangle with trap so it on top the eraser and then the cut off parallelogram,0
got it,1
I have a sailboat a speedboat going down a bridge and half a Christmas tree,0
got it,1
I have a cat with white dots on it I have the ram then I have like an animal with like two legs and then i have like a hand puppet,1
got it,1
I have a crab house houseboat a sideways bridge and then a speedboat,0
got it,1
okay I have the ram the rocket ship going down the kangaroo and the cat,0
got it,1
have a seal a duck a rooster and a crow,0
got it,1
have a tornado and then I have a whale with a mouth an animal standing on one leg and a rocket,0
got it,1
rocket ship going to the right Batman swimming kangaroo squirrel on two legs,0
got it,1
christmas tree sailboat speedboat apple,1
got,1
have a flying bird a crouched like triangle back bird a seal and a flamingo,1
got it,1
ok I have a kangaroo a bunny a ram and then an alpaca,0
which bridge is the bigger one,0
no I meant is it like second or third,0
then like the weird like thing with like triangles coming off of it and its got the square in it thats last one,0
ok got it,1
okay I have a rocket ship going downward I have a bunny I have an arrow with a diamond on top and then I have the last weird shape that looks kind of looks like a dog to me,0
got it,1
okay I have an arrow with the triangle on top I have a squirrel or something and then I have an alpaca then I have a whale,0
got it,1
kay i have a fat crow i have a dragon i have a flamingo looking backwards and then i have a flying bird,0
got it,1
ok I have a flying bird a crab a peacock and an upside down chicken with long tail,0
got it,1
sorry I didnt have that ok I have a house with a chimney a pot a sideways pot a sailboat and then a looks like an upside down boat with cargo,0
got it,1
probably okay I have a large flying bird a smaller flying bird a flamingo and then a dragon,0
ok got it,1
I have an iron a christmas tree a triangle square and then a windmill,0
ok I have a dragon a skinny crow thats going upwards an upside down crow and then a flying bird,0
got it,1
got it,1
I have a sideways sailboat a cake like a big bridge slash cave a triangle with cut outs and a pipe,0
yeah I have a sailboat and then a k a cave a big cave a triangle with cut outs and then a pipe,1
got it,1
I have a ram and then I have a bunny a chipmunk and then a crab,0
yeah I got it,1
okay I have a ram like on like its on its back legs and then I have a whale a fish and then a ram going to the left,0
the first ram is like on its hind legs and it like the two train like one triangle is higher than the other one and then its like got a more like protruded like triangle head towards the right and then its the whale the fish and then the last one is like a less protruded like chin triangle,0
got it,1
okay I have a sailors hat a speed boat a triangle body and then a triangle,0
got it,1
kay i have a speed boat a palm tree have a christmas tree and then a houseboat,0
got it,1
okay I have a fish the loch ness monster a ram going to the right and then a whale,0
got it,1
I have a person like a butler on one leg with holding a triangle and then I have this weird large person like running upward the head is in the top left corner then I have a lady in a dress holding a handkerchief and then I have an arrow headed guy,1
got it,1
got it,0
okay a flamingo loch ness monster swan dragon,1
ok I think I got it ,1
I have the tornadoe the loch ness monster the bunny and then arrow downward,0
got it,1
I have the almost stop sign shaped the houseboat the upside down sailboat and then the weird shape thats cut off,0
got it,1
ok I have oh one second ,1
I have a cave a slant a slope home plate and then a vase,0
got it,0
