UTTERANCE,LABEL
all right i have the bear the cat batman swimming i dont know if you see that or not and then the like ram,0
ok is the whats the dragon,0
okay so hes a flying bird and then the dragon and then the raptor and then the swan,0
okay i got it,1
all right i have the trapezoid the apple the tree and the block,0
ok I think I got,1
okay I have the bear the rabbit the thing thats standing on one leg and then the sideways Batman,1
got it,1
all right i got the christmas tree the s block the square with the trapezoid on it and then the vase,0
got it,1
I have the rubber duck fat crows skinny crows seal,0
got it,1
all right i have the rabbit the animal and one leg sideways sawing batman and then the weird shape,0
I dont think I see a sideways sailboat could you go through those again please,0
okay got it,1
ok so I have the upside down candle the windmill the unfinished desk and then the bird,0
last ones a bird sorry,0
got it,1
all right i got the schnauzer and then the rocket ship going to the right then swimming batman man rocket ship going down,0
got it,1
triangle to did the square body dude feet up in the fetal position and then the runner,0
okay I think I got it,1
all right i got the bunny laying down the fish swimming down the airplane going down and then the schnauzer,0
got it,1
you got it,1
get the pipe boat or pipe boat triangle a bitten apples and speed speedboat,0
got it,1
the rubber ducky backward looking flamingo loch ness monster to triangle wings,0
yes I have all of them,1
I got the tree then the steamboat the speed boat and then the cave,0
got it,1
with flamingo Batman swimming rubber duck flying bird,0
alright upside down handing triangle right side up upending triangle very groovy jazzy dancing lady and then laying down man,0
yep I got it,0
all right so for my first one i have a hexagon and then the x and then a boat and then like a square with stuff to the right,0
yeah yeah it does look like a key,0
is the very last one looked like a kind of like a camel without legs,0
I hit done,1
got it,1
okay I got a fox and then a rabbit and then a theres like a square in the left on the left side and then a rhombus on the right side and then theres like a blank in the middle and then the last one kind of looks like a dog I guess,0
thats a whale of a tale,1
okay I got it,1
got you,1
all right i have the bird flying up the swan the bird with no feet and then a bird flying to the left,0
fifty percent I got it,1
okay so I have the x and then the upside down sailboat and then the ramp and then the whole bunch of shapes,1
got it,1
I see all of those shapes,1
all right so i have the bird flying upward then i have the crow thats just hanging and then the upside down swan and then the crab,1
I got you I know what you mean,1
okay I got the guy sliding on his belly maybe leusing hes a leuser and then I have the woman in the dress walking down then the splits upside down and then the shapes,0
got it,1
okay so i got the arrow and then the trapezoid and then the whole bunch of shapes with the triangles well i got two triangles in a boat was what the third one looks like and then the whole bunch of shapes with the missing door,0
got it,0
I hit done,0
do you have the same picture,0
okay Im just going to hit done,1
all right i think i got those ones,1
okay yah i got all those,1
all right so i have the fish and then i think you called it a fox last time and then the loch ness monster or legless camel and then the weird looking dog cartoon,0
okay I hit done,0
okay so I got the lady in the dress the kicking football the man running up the side and looks like he may have a tail and then the pointing one,0
all right so i got the rocket ship the dog looks like more of a doberman does not have an ear or its a pointing straight up ear i dont know and then the weird shaped one looks like a whale or fish and then the other dog that has the rhombus ear,0
yeah that is an alpaca I remember you saying that before and then yes it does look like a tornado,0
got it,1
okay so I got the crab first then the bird flying next and then the bird the chicken I dont know with the triangle foot and then its the sea monster shape,0
ok oh wait,0
oh I think I hit done a little to early I have the crab and then the squatting camel and then the bird flying and then the like velociraptor,0
got it,1
ok sorry my thing was stuck,1
yep yep,1
ok so I got the the the cave with the door missing and its like right side up or horizontal and then the apple then the ark with the two missing and then its the same as the first picture only twisted to where its like pointing up,0
got it ,1
alright I got the iron the tree the triangle and square and then the upside down a little,0
alrighty,1
got the triangle square the rocket ship or upside down candle the house and then the dog or sailboat whatever that is,0
got it,1
got it,1
I got the the ram then the bunny then the squirrel a rat and then the crab,0
got you,1
okay so I got the the ram except the his like foot or tail is like pointed up and then the tornado then the fish and then the ram with the normal three legs down,0
I got it,1
I have the boat with the triangle the speedboat the weird snowman and then the triangle,0
got it,1
I have the boat the palm tree oh wait its a speed boat then the palm tree then the christmas tree and then the house boat,0
got it,1
got the the fish the snake the ram the tornado,0
all right i have the running man going up the guy holding triangle the arrowhead and then the lady i guess,0
gotcha,1
alright so I got bat man swimming regularly and then batman swimming up and then the tornado then the kangaroo,0
got it,1
all right i have the flamingo then the um the loch ness monster or snake and then the black swan natalie portman and then the raptor dragon,1
I got it,1
alright I have the tornado the rabbit the fish and then batman swimming,0
got it,0
